Group	Ontology	Term	Annotation	Annotated	Significant	Expected	P_val
Accessory	GO:biological_process	GO:0046342	CDP-diacylglycerol catabolic process	82	9	2.93	0.00264
Accessory	GO:biological_process	GO:0046475	glycerophospholipid catabolic process	82	9	2.93	0.00264
Accessory	GO:biological_process	GO:0046503	glycerolipid catabolic process	82	9	2.93	0.00264
Accessory	GO:biological_process	GO:0019725	cellular homeostasis	2359	110	84.33	0.00334
Accessory	GO:biological_process	GO:0071806	protein transmembrane transport	768	42	27.46	0.00495
Accessory	GO:biological_process	GO:0044403	symbiont process	840	45	30.03	0.00539
Accessory	GO:biological_process	GO:2000112	regulation of cellular macromolecule bio...	12339	491	441.1	0.00665
Accessory	GO:biological_process	GO:0042592	homeostatic process	2508	113	89.66	0.0081
Accessory	GO:biological_process	GO:0016032	viral process	612	34	21.88	0.00845
Accessory	GO:biological_process	GO:0006835	dicarboxylic acid transport	918	47	32.82	0.00998
Accessory	GO:biological_process	GO:0001558	regulation of cell growth	234	16	8.37	0.01061
Accessory	GO:biological_process	GO:0072348	sulfur compound transport	1671	77	59.74	0.01568
Accessory	GO:biological_process	GO:1901565	organonitrogen compound catabolic proces...	6508	265	232.65	0.01602
Accessory	GO:biological_process	GO:0032973	amino acid export across plasma membrane	232	15	8.29	0.02059
Accessory	GO:biological_process	GO:0033228	cysteine export across plasma membrane	232	15	8.29	0.02059
Accessory	GO:biological_process	GO:0042883	cysteine transport	232	15	8.29	0.02059
Accessory	GO:biological_process	GO:0140115	export across plasma membrane	232	15	8.29	0.02059
Accessory	GO:biological_process	GO:1903712	cysteine transmembrane transport	232	15	8.29	0.02059
Accessory	GO:biological_process	GO:0008645	hexose transmembrane transport	608	32	21.74	0.02073
Accessory	GO:biological_process	GO:0006885	regulation of pH	384	22	13.73	0.0217
Accessory	GO:biological_process	GO:0055067	monovalent inorganic cation homeostasis	384	22	13.73	0.0217
Accessory	GO:biological_process	GO:0046348	amino sugar catabolic process	234	15	8.37	0.02203
Accessory	GO:biological_process	GO:1901072	glucosamine-containing compound cataboli...	234	15	8.37	0.02203
Accessory	GO:biological_process	GO:0019448	L-cysteine catabolic process	80	7	2.86	0.02445
Accessory	GO:biological_process	GO:0019450	L-cysteine catabolic process to pyruvate	80	7	2.86	0.02445
Accessory	GO:biological_process	GO:0010468	regulation of gene expression	12930	502	462.23	0.02647
Accessory	GO:biological_process	GO:0006568	tryptophan metabolic process	840	41	30.03	0.02981
Accessory	GO:biological_process	GO:0006586	indolalkylamine metabolic process	840	41	30.03	0.02981
Accessory	GO:biological_process	GO:0042430	indole-containing compound metabolic pro...	840	41	30.03	0.02981
Accessory	GO:biological_process	GO:0042402	cellular biogenic amine catabolic proces...	610	31	21.81	0.03383
Accessory	GO:biological_process	GO:0018193	peptidyl-amino acid modification	3482	145	124.48	0.03435
Accessory	GO:biological_process	GO:0001952	regulation of cell-matrix adhesion	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0001954	positive regulation of cell-matrix adhes...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0005997	xylulose metabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0005998	xylulose catabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0007044	cell-substrate junction assembly	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0007045	cell-substrate adherens junction assembl...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0007160	cell-matrix adhesion	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0007166	cell surface receptor signaling pathway	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0007229	integrin-mediated signaling pathway	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0007565	female pregnancy	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0010383	cell wall polysaccharide metabolic proce...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0010410	hemicellulose metabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0010811	positive regulation of cell-substrate ad...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0015796	galactitol transport	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0016137	glycoside metabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0016139	glycoside catabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0019389	glucuronoside metabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0019391	glucuronoside catabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0030153	bacteriocin immunity	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0030198	extracellular matrix organization	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0032501	multicellular organismal process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0033622	integrin activation	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0033627	cell adhesion mediated by integrin	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0034329	cell junction assembly	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0034330	cell junction organization	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0034332	adherens junction organization	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0034333	adherens junction assembly	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0043062	extracellular structure organization	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0044703	multi-organism reproductive process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0044706	multi-multicellular organism process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0045491	xylan metabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0045493	xylan catabolic process	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0045785	positive regulation of cell adhesion	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0048041	focal adhesion assembly	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0051291	protein heterooligomerization	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0051476	mannosylglycerate transport	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0051893	regulation of focal adhesion assembly	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0051894	positive regulation of focal adhesion as...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0071230	cellular response to amino acid stimulus	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0090109	regulation of cell-substrate junction as...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:1901888	regulation of cell junction assembly	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:1901890	positive regulation of cell junction ass...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:1903391	regulation of adherens junction organiza...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:1903393	positive regulation of adherens junction...	1	1	0.04	0.03575
Accessory	GO:biological_process	GO:0000302	response to reactive oxygen species	1592	71	56.91	0.03586
Accessory	GO:cellular_component	GO:0071944	cell periphery	48576	2087	1300.41	1E-30
Accessory	GO:cellular_component	GO:0016020	membrane	50789	2128	1359.65	1E-30
Accessory	GO:cellular_component	GO:0009355	DNA polymerase V complex	90	90	2.41	1E-30
Accessory	GO:cellular_component	GO:0009289	pilus	441	148	11.81	1E-30
Accessory	GO:cellular_component	GO:0009279	cell outer membrane	4089	382	109.47	1E-30
Accessory	GO:cellular_component	GO:0044462	external encapsulating structure part	4089	382	109.47	1E-30
Accessory	GO:cellular_component	GO:0030312	external encapsulating structure	4535	390	121.4	1E-30
Accessory	GO:cellular_component	GO:0019867	outer membrane	4380	382	117.26	1E-30
Accessory	GO:cellular_component	GO:0005886	plasma membrane	44630	1703	1194.77	1E-30
Accessory	GO:cellular_component	GO:0030313	cell envelope	10814	563	289.5	1E-30
Accessory	GO:cellular_component	GO:0031975	envelope	10814	563	289.5	1E-30
Accessory	GO:cellular_component	GO:0009341	beta-galactosidase complex	122	50	3.27	1E-30
Accessory	GO:cellular_component	GO:0042995	cell projection	1455	148	38.95	1E-30
Accessory	GO:cellular_component	GO:0019012	virion	25	25	0.67	1E-30
Accessory	GO:cellular_component	GO:0019015	viral genome	25	25	0.67	1E-30
Accessory	GO:cellular_component	GO:0019038	provirus	25	25	0.67	1E-30
Accessory	GO:cellular_component	GO:0044423	virion part	25	25	0.67	1E-30
Accessory	GO:cellular_component	GO:0042575	DNA polymerase complex	669	91	17.91	1E-30
Accessory	GO:cellular_component	GO:0045203	integral component of cell outer membran...	354	64	9.48	1E-30
Accessory	GO:cellular_component	GO:0009361	succinate-CoA ligase complex (ADP-formin...	184	38	4.93	1.2E-22
Accessory	GO:cellular_component	GO:0042709	succinate-CoA ligase complex	184	38	4.93	1.2E-22
Accessory	GO:cellular_component	GO:0031230	intrinsic component of cell outer membra...	717	64	19.19	1.2E-16
Accessory	GO:cellular_component	GO:0061695	transferase complex, transferring phosph...	1326	93	35.5	1.3E-16
Accessory	GO:cellular_component	GO:0018995	host	10	9	0.27	6.8E-14
Accessory	GO:cellular_component	GO:0033643	host cell part	10	9	0.27	6.8E-14
Accessory	GO:cellular_component	GO:0043657	host cell	10	9	0.27	6.8E-14
Accessory	GO:cellular_component	GO:0044215	other organism	10	9	0.27	6.8E-14
Accessory	GO:cellular_component	GO:0044216	other organism cell	10	9	0.27	6.8E-14
Accessory	GO:cellular_component	GO:0044217	other organism part	10	9	0.27	6.8E-14
Accessory	GO:cellular_component	GO:0045239	tricarboxylic acid cycle enzyme complex	330	38	8.83	7.5E-14
Accessory	GO:cellular_component	GO:0015050	methane monooxygenase complex	6	6	0.16	3.7E-10
Accessory	GO:cellular_component	GO:0033644	host cell membrane	7	6	0.19	2.5E-09
Accessory	GO:cellular_component	GO:0044218	other organism cell membrane	7	6	0.19	2.5E-09
Accessory	GO:cellular_component	GO:0044279	other organism membrane	7	6	0.19	2.5E-09
Accessory	GO:cellular_component	GO:0043590	bacterial nucleoid	390	25	10.44	6.7E-05
Accessory	GO:cellular_component	GO:1990234	transferase complex	2573	101	68.88	0.00012
Accessory	GO:cellular_component	GO:0005581	collagen trimer	1	1	0.03	0.02677
Accessory	GO:cellular_component	GO:0005593	FACIT collagen trimer	1	1	0.03	0.02677
Accessory	GO:cellular_component	GO:0005597	collagen type XVI trimer	1	1	0.03	0.02677
Accessory	GO:cellular_component	GO:0005783	endoplasmic reticulum	1	1	0.03	0.02677
Accessory	GO:cellular_component	GO:0005788	endoplasmic reticulum lumen	1	1	0.03	0.02677
Accessory	GO:cellular_component	GO:0012505	endomembrane system	1	1	0.03	0.02677
Accessory	GO:cellular_component	GO:0044432	endoplasmic reticulum part	1	1	0.03	0.02677
Accessory	GO:molecular_function	GO:0015473	fimbrial usher porin activity	319	247	10.72	1E-30
Accessory	GO:molecular_function	GO:0015288	porin activity	611	247	20.53	1E-30
Accessory	GO:molecular_function	GO:0022829	wide pore channel activity	611	247	20.53	1E-30
Accessory	GO:molecular_function	GO:0090585	protein-phosphocysteine-L-ascorbate-phos...	127	127	4.27	1E-30
Accessory	GO:molecular_function	GO:0071713	para-aminobenzoyl-glutamate hydrolase ac...	96	96	3.23	1E-30
Accessory	GO:molecular_function	GO:0015267	channel activity	1375	289	46.19	1E-30
Accessory	GO:molecular_function	GO:0022803	passive transmembrane transporter activi...	1375	289	46.19	1E-30
Accessory	GO:molecular_function	GO:0033982	3-dehydro-L-gulonate-6-phosphate decarbo...	84	84	2.82	1E-30
Accessory	GO:molecular_function	GO:0034015	L-ribulose-5-phosphate 3-epimerase activ...	84	84	2.82	1E-30
Accessory	GO:molecular_function	GO:0008905	mannose-phosphate guanylyltransferase ac...	86	85	2.89	1E-30
Accessory	GO:molecular_function	GO:0008928	mannose-1-phosphate guanylyltransferase ...	86	85	2.89	1E-30
Accessory	GO:molecular_function	GO:0046982	protein heterodimerization activity	179	106	6.01	1E-30
Accessory	GO:molecular_function	GO:0004725	protein tyrosine phosphatase activity	70	70	2.35	1E-30
Accessory	GO:molecular_function	GO:0015215	nucleotide transmembrane transporter act...	68	68	2.28	1E-30
Accessory	GO:molecular_function	GO:0015230	FAD transmembrane transporter activity	68	68	2.28	1E-30
Accessory	GO:molecular_function	GO:0044610	FMN transmembrane transporter activity	68	68	2.28	1E-30
Accessory	GO:molecular_function	GO:0004553	hydrolase activity, hydrolyzing O-glycos...	1084	214	36.42	1E-30
Accessory	GO:molecular_function	GO:0004623	phospholipase A2 activity	64	64	2.15	1E-30
Accessory	GO:molecular_function	GO:0008970	phospholipase A1 activity	64	64	2.15	1E-30
Accessory	GO:molecular_function	GO:0090563	protein-phosphocysteine-sugar phosphotra...	909	183	30.54	1E-30
Accessory	GO:molecular_function	GO:0008490	arsenite secondary active transmembrane ...	55	55	1.85	1E-30
Accessory	GO:molecular_function	GO:0015104	antimonite transmembrane transporter act...	55	55	1.85	1E-30
Accessory	GO:molecular_function	GO:0015105	arsenite transmembrane transporter activ...	55	55	1.85	1E-30
Accessory	GO:molecular_function	GO:0042960	antimonite secondary active transmembran...	55	55	1.85	1E-30
Accessory	GO:molecular_function	GO:0070568	guanylyltransferase activity	159	85	5.34	1E-30
Accessory	GO:molecular_function	GO:0004475	mannose-1-phosphate guanylyltransferase ...	52	52	1.75	1E-30
Accessory	GO:molecular_function	GO:0044547	DNA topoisomerase binding	52	52	1.75	1E-30
Accessory	GO:molecular_function	GO:0016857	racemase and epimerase activity, acting ...	495	131	16.63	1E-30
Accessory	GO:molecular_function	GO:0035673	oligopeptide transmembrane transporter a...	405	118	13.61	1E-30
Accessory	GO:molecular_function	GO:0071916	dipeptide transmembrane transporter acti...	405	118	13.61	1E-30
Accessory	GO:molecular_function	GO:0047929	gluconate dehydratase activity	48	48	1.61	1E-30
Accessory	GO:molecular_function	GO:0016772	transferase activity, transferring phosp...	12563	800	422.06	1E-30
Accessory	GO:molecular_function	GO:0046983	protein dimerization activity	1442	209	48.44	1E-30
Accessory	GO:molecular_function	GO:0015558	secondary active p-aminobenzoyl-glutamat...	47	47	1.58	1E-30
Accessory	GO:molecular_function	GO:0005509	calcium ion binding	568	130	19.08	1E-30
Accessory	GO:molecular_function	GO:0004856	xylulokinase activity	43	43	1.44	1E-30
Accessory	GO:molecular_function	GO:0008742	L-ribulose-phosphate 4-epimerase activit...	42	42	1.41	1E-30
Accessory	GO:molecular_function	GO:0008744	L-xylulokinase activity	42	42	1.41	1E-30
Accessory	GO:molecular_function	GO:0031418	L-ascorbic acid binding	42	42	1.41	1E-30
Accessory	GO:molecular_function	GO:0022857	transmembrane transporter activity	16376	934	550.15	1E-30
Accessory	GO:molecular_function	GO:0051185	coenzyme transmembrane transporter activ...	140	68	4.7	1E-30
Accessory	GO:molecular_function	GO:0016798	hydrolase activity, acting on glycosyl b...	1742	215	58.52	1E-30
Accessory	GO:molecular_function	GO:0009027	tartrate dehydrogenase activity	40	40	1.34	1E-30
Accessory	GO:molecular_function	GO:0046553	D-malate dehydrogenase (decarboxylating)...	40	40	1.34	1E-30
Accessory	GO:molecular_function	GO:0070280	pyridoxal binding	40	40	1.34	1E-30
Accessory	GO:molecular_function	GO:0042887	amide transmembrane transporter activity	1265	180	42.5	1E-30
Accessory	GO:molecular_function	GO:0015144	carbohydrate transmembrane transporter a...	2354	250	79.08	1E-30
Accessory	GO:molecular_function	GO:0008804	carbamate kinase activity	38	38	1.28	1E-30
Accessory	GO:molecular_function	GO:0008903	hydroxypyruvate isomerase activity	38	38	1.28	1E-30
Accessory	GO:molecular_function	GO:0016662	oxidoreductase activity, acting on other...	38	38	1.28	1E-30
Accessory	GO:molecular_function	GO:0043798	glycerate 2-kinase activity	38	38	1.28	1E-30
Accessory	GO:molecular_function	GO:0047652	allantoate deiminase activity	38	38	1.28	1E-30
Accessory	GO:molecular_function	GO:0050385	ureidoglycolate lyase activity	38	38	1.28	1E-30
Accessory	GO:molecular_function	GO:0071522	ureidoglycine aminohydrolase activity	38	38	1.28	1E-30
Accessory	GO:molecular_function	GO:0004556	alpha-amylase activity	136	64	4.57	1E-30
Accessory	GO:molecular_function	GO:0016160	amylase activity	136	64	4.57	1E-30
Accessory	GO:molecular_function	GO:0009040	ureidoglycolate dehydrogenase activity	37	37	1.24	1E-30
